id,credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business,not.fully.paid
4,0.49154247117852373,-0.8151296910244538,-0.7561711476076667,0.6709066312948474,-0.6620589482752909,0.03447992814386003,-0.7469660617443794,0.4835796864636806,0.9062648350419771,-0.2686891824227861,-0.2987888078369892,-0.23474916499161466,-0.39519522597886614,1.194887716060549,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
5,0.49154247117852373,0.7425433739996363,-1.042530297580219,0.5888361481864448,0.33813418250129,-1.1543535143282981,-0.19960654339295864,-0.3522799537403805,-0.25846242528275193,-0.7232479185065546,1.4911407040058655,-0.23474916499161466,2.530394939673378,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
8,0.49154247117852373,-0.42012168888915824,-0.9061458488386636,0.10680018801109063,-0.22820515937948138,0.2986651375821174,0.22111817398053552,0.21060405743171168,0.7472812920896399,-0.7232479185065546,-0.2987888078369892,-0.23474916499161466,-0.39519522597886614,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,1
10,0.49154247117852373,-0.021387196167680658,-1.1331319808431608,-1.1864374631213535,-0.38544076072427136,-0.09761267657526865,-0.7349119644159962,-0.32656297376383214,-0.8287294815248298,-0.2686891824227861,-0.2987888078369892,-0.23474916499161466,-0.39519522597886614,1.194887716060549,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
11,0.49154247117852373,0.448150617691255,0.19847180119850844,-0.8130886819025179,1.3747244432187942,-0.8901683048900407,0.8610371301541252,-0.08915768445223515,0.8302292275430333,0.1858695536609823,-0.2987888078369892,3.6416476069173322,-0.39519522597886614,1.194887716060549,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
12,0.49154247117852373,0.3624413342090684,-0.3164638294741141,1.455753283836705,-0.5077351173257747,-1.2864461190474268,-0.10664641536376754,-0.3412418791886485,-0.9946253524316162,0.1858695536609823,1.4911407040058655,-0.23474916499161466,-0.39519522597886614,1.194887716060549,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
13,0.49154247117852373,-1.3703767883655766,-0.015116847855404807,-0.004938467913811036,0.4138402127784111,1.4874985800542755,0.7836705290810944,-0.313906752157396,-1.0464678120899868,-0.7232479185065546,-0.2987888078369892,-0.23474916499161466,-0.39519522597886614,1.194887716060549,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
14,0.49154247117852373,-1.9107179233619713,-1.0912046061416931,0.9341171004805319,-0.8950005798972018,0.9591281611777608,-0.07218705755984325,-0.40195128922317447,-1.457751325379728,-0.7232479185065546,1.4911407040058655,-0.23474916499161466,-0.39519522597886614,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,3.7606239495751996,0
16,0.49154247117852373,-0.4611130853371608,0.039918855488360556,-0.31944521189955566,0.05714833935735957,-0.22970528129439732,1.44080246859779,-0.33338230778008543,0.2219443675514834,-0.2686891824227861,-0.2987888078369892,-0.23474916499161466,-0.39519522597886614,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,4.563886482928758,-0.2659133200789619,0
18,0.49154247117852373,-1.2399496178492058,0.7582263496554584,1.0884784338931097,-0.812015123631896,2.2800542083690476,0.780064317217893,-0.27004340878166516,0.19775121971091053,-0.2686891824227861,-0.2987888078369892,-0.23474916499161466,2.530394939673378,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
19,0.49154247117852373,-0.6996084828528105,1.27648725487337,-0.7205167244583506,-1.288089583259177,0.03447992814386003,-0.7229079537641808,-0.24909418351987017,0.4431388620938651,-0.7232479185065546,-0.2987888078369892,-0.23474916499161466,-0.39519522597886614,1.194887716060549,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
21,0.49154247117852373,-1.5902397329503166,-0.6324131036612657,0.4681963780132091,0.4997374394389905,1.6195911847734041,0.13014480142760015,0.3717541667903748,-0.8218171535703804,-0.2686891824227861,-0.2987888078369892,-0.23474916499161466,-0.39519522597886614,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
22,0.49154247117852373,-1.3554708260208486,0.7478167945571631,-0.18848200651903488,-1.4642516921732471,2.2800542083690476,2.9598357389784713,-0.3258116912027195,-0.669745938572493,-0.7232479185065546,-0.2987888078369892,-0.23474916499161466,-0.39519522597886614,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
23,0.49154247117852373,0.4779625423807121,0.09808706383855785,0.9341171004805319,-0.6853531114374818,-1.2864461190474268,-1.0514906190813846,0.1222416700516163,0.3705594185721463,-0.7232479185065546,-0.2987888078369892,-0.23474916499161466,2.530394939673378,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
24,0.49154247117852373,-1.6349576199845013,0.79808145181421,1.2955133066783333,-0.81492689402717,1.8837763942116614,0.4310965380191164,-1.5119027907415074e-05,-0.4278144601667629,-0.2686891824227861,-0.2987888078369892,-0.23474916499161466,2.530394939673378,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
25,0.49154247117852373,0.008424728521775426,0.004545645108042007,0.5317170075682214,-0.5601469844407045,-1.0222609096091695,-0.3218337520936391,-0.3499105241245637,0.3843840744810451,-0.7232479185065546,-0.2987888078369892,3.6416476069173322,-0.39519522597886614,1.194887716060549,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
26,0.49154247117852373,-1.2138641837459314,-0.7721228269481101,2.4181124136779,-0.38544076072427136,0.03447992814386003,-1.2061570389920215,-0.07447877902741878,-0.3586911806222686,-0.7232479185065546,3.2810702158487204,-0.23474916499161466,-0.39519522597886614,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
28,0.49154247117852373,0.5524923541043528,-0.307548238301963,-1.5181159668690056,0.2391339890619776,-1.2864461190474268,-1.3003192376422799,-0.36860590170302077,0.15627725198421386,-0.7232479185065546,1.4911407040058655,-0.23474916499161466,-0.39519522597886614,1.194887716060549,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
29,0.49154247117852373,-1.8026496963626923,-0.7897130473688408,2.0567162236757786,-1.8005611728273814,1.6195911847734041,-0.018911955584723496,-0.3978192351370549,-1.1501527314067286,-0.7232479185065546,-0.2987888078369892,-0.23474916499161466,-0.39519522597886614,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
30,0.49154247117852373,-1.8026496963626923,-0.7897130473688408,2.0567162236757786,-1.2997366648402724,2.6763320225264335,0.8874492926998896,1.9844110797017949,-1.5994540484459412,-0.7232479185065546,-0.2987888078369892,-0.23474916499161466,-0.39519522597886614,-0.8368987199039265,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
31,0.49154247117852373,-1.5641542988470427,-0.7826769592005485,0.9341171004805319,-1.5064723629047185,0.8270355564586321,-0.5670561587913329,-0.20901614843282235,-0.9531513847049197,-0.7232479185065546,-0.2987888078369892,-0.23474916499161466,-0.39519522597886614,1.194887716060549,-0.1933080275136512,-0.2633723003608167,-0.21911149712870936,-0.2659133200789619,0
